observed_date,cve,cna,change_type,version_old,score_old,version_new,score_new
2026-07-21,CVE-2026-63874,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63875,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63879,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63881,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63883,Linux,first_score,,,v3,7.3
2026-07-21,CVE-2026-63884,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63885,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63886,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63887,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63888,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63889,Linux,first_score,,,v3,8.1
2026-07-21,CVE-2026-63893,Linux,first_score,,,v3,8.1
2026-07-21,CVE-2026-63894,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63906,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-63909,Linux,first_score,,,v3,8.1
2026-07-21,CVE-2026-63910,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63911,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63912,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63913,Linux,first_score,,,v3,8.2
2026-07-21,CVE-2026-63914,Linux,first_score,,,v3,7.3
2026-07-21,CVE-2026-63915,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63916,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63917,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63918,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63919,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63920,Linux,first_score,,,v3,7.1
2026-07-21,CVE-2026-63921,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63922,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63923,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63924,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63925,Linux,first_score,,,v3,8.1
2026-07-21,CVE-2026-63926,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-63927,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63930,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63937,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63938,Linux,first_score,,,v3,9.3
2026-07-21,CVE-2026-63939,Linux,first_score,,,v3,9.3
2026-07-21,CVE-2026-63940,Linux,first_score,,,v3,9.3
2026-07-21,CVE-2026-63941,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63942,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63944,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63945,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63946,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63947,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63950,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63951,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63952,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-63954,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63955,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-63968,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-63970,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63971,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63972,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-63974,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63975,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63976,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63977,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63978,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63979,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63980,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-63984,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63985,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63987,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63992,Linux,first_score,,,v3,9.1
2026-07-21,CVE-2026-63993,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63994,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63995,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63996,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64000,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64002,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64003,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-64004,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64005,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64007,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64008,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64009,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64010,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64011,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64015,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64016,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64017,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64018,Linux,first_score,,,v3,9.3
2026-07-21,CVE-2026-64020,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-64023,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64024,Linux,first_score,,,v3,9.4
2026-07-21,CVE-2026-64025,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64026,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64027,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64029,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64030,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64031,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64032,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64033,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64034,Linux,first_score,,,v3,9.3
2026-07-21,CVE-2026-64035,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64036,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64037,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64039,Linux,first_score,,,v3,7.7
2026-07-21,CVE-2026-64041,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64042,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64044,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64045,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-64046,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64047,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64048,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-64050,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64051,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64053,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64055,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64056,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64057,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64058,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64061,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64066,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64067,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64068,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64069,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64073,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64074,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64076,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64077,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64078,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64080,Linux,first_score,,,v3,9.3
2026-07-21,CVE-2026-64081,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-64082,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64084,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64086,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64088,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64089,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64091,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64093,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64095,Linux,first_score,,,v3,7.1
2026-07-21,CVE-2026-64096,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64097,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64098,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64099,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64102,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64104,Linux,first_score,,,v3,8.7
2026-07-21,CVE-2026-64106,Linux,first_score,,,v3,9.0
2026-07-21,CVE-2026-64108,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64109,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64111,Linux,first_score,,,v3,7.1
2026-07-21,CVE-2026-64112,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64113,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64114,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64115,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64116,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-64117,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64118,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-64122,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64123,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64124,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64125,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64126,Linux,first_score,,,v3,7.3
2026-07-21,CVE-2026-64132,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64133,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64134,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64136,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64137,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64138,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64140,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-64141,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-64142,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64148,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-64150,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64151,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-64152,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64153,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64158,Linux,first_score,,,v3,7.3
2026-07-21,CVE-2026-64160,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64162,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64172,Linux,first_score,,,v3,7.1
2026-07-21,CVE-2026-64175,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-64176,Linux,first_score,,,v3,8.1
2026-07-21,CVE-2026-64178,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64181,Linux,first_score,,,v3,7.8
2026-07-22,CVE-2026-48356,adobe,rescore,v3,9.6,v3,9.3
2026-07-23,CVE-2026-7253,ibm,rescore,v3,5.3,v3,6.0
2026-07-24,CVE-2026-63764,VulnCheck,rescore,v4,9.2,v4,7.7
2026-07-25,CVE-2026-15786,Wordfence,rescore,v3,4.9,v3,4.4
2026-07-28,CVE-2024-14040,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64188,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64189,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64191,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64206,Linux,first_score,,,v3,8.8
2026-07-28,CVE-2026-64208,Linux,first_score,,,v3,7.5
2026-07-28,CVE-2026-64210,Linux,first_score,,,v3,7.5
2026-07-28,CVE-2026-64216,Linux,first_score,,,v3,9.8
2026-07-28,CVE-2026-64217,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64218,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64219,Linux,first_score,,,v3,7.0
2026-07-28,CVE-2026-64221,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64222,Linux,first_score,,,v3,7.0
2026-07-28,CVE-2026-64223,Linux,first_score,,,v3,8.1
2026-07-28,CVE-2026-64226,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64232,Linux,first_score,,,v3,9.8
2026-07-28,CVE-2026-64235,Linux,first_score,,,v3,8.1
2026-07-28,CVE-2026-64243,Linux,first_score,,,v3,7.1
2026-07-28,CVE-2026-64247,Linux,first_score,,,v3,8.4
2026-07-28,CVE-2026-64251,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64255,Linux,first_score,,,v3,8.8
2026-07-28,CVE-2026-64257,Linux,first_score,,,v3,9.1
2026-07-28,CVE-2026-64259,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64260,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64261,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64265,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64266,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64268,Linux,first_score,,,v3,9.8
2026-07-28,CVE-2026-64269,Linux,first_score,,,v3,9.1
2026-07-28,CVE-2026-64276,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64277,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64279,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64280,Linux,first_score,,,v3,8.8
2026-07-28,CVE-2026-64281,Linux,first_score,,,v3,7.5
2026-07-28,CVE-2026-64284,Linux,first_score,,,v3,7.1
2026-07-28,CVE-2026-64286,Linux,first_score,,,v3,8.2
2026-07-28,CVE-2026-64287,Linux,first_score,,,v3,8.2
2026-07-28,CVE-2026-64293,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64296,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64298,Linux,first_score,,,v3,7.1
2026-07-28,CVE-2026-64299,Linux,first_score,,,v3,7.1
2026-07-28,CVE-2026-64300,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64303,Linux,first_score,,,v3,9.8
2026-07-28,CVE-2026-64304,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64311,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64312,Linux,first_score,,,v3,7.5
2026-07-28,CVE-2026-64313,Linux,first_score,,,v3,8.8
2026-07-28,CVE-2026-64315,Linux,first_score,,,v3,7.0
2026-07-28,CVE-2026-64317,Linux,first_score,,,v3,7.1
2026-07-28,CVE-2026-64318,Linux,first_score,,,v3,7.1
2026-07-28,CVE-2026-64319,Linux,first_score,,,v3,9.1
2026-07-28,CVE-2026-64320,Linux,first_score,,,v3,9.1
2026-07-28,CVE-2026-64322,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64323,Linux,first_score,,,v3,7.1
2026-07-28,CVE-2026-64324,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64333,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64354,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64355,Linux,first_score,,,v3,9.8
2026-07-28,CVE-2026-64361,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64364,Linux,first_score,,,v3,8.8
2026-07-28,CVE-2026-64366,Linux,first_score,,,v3,8.8
2026-07-28,CVE-2026-64367,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64368,Linux,first_score,,,v3,8.1
2026-07-28,CVE-2026-64372,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64374,Linux,first_score,,,v3,7.5
2026-07-28,CVE-2026-64375,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64378,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64379,Linux,first_score,,,v3,7.1
2026-07-28,CVE-2026-64380,Linux,first_score,,,v3,8.2
2026-07-28,CVE-2026-64382,Linux,first_score,,,v3,8.8
2026-07-28,CVE-2026-64383,Linux,first_score,,,v3,9.8
2026-07-28,CVE-2026-64384,Linux,first_score,,,v3,9.8
2026-07-28,CVE-2026-64385,Linux,first_score,,,v3,9.8
2026-07-28,CVE-2026-64386,Linux,first_score,,,v3,9.8
2026-07-28,CVE-2026-64387,Linux,first_score,,,v3,9.8
2026-07-28,CVE-2026-64388,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64389,Linux,first_score,,,v3,8.2
2026-07-28,CVE-2026-64390,Linux,first_score,,,v3,8.8
2026-07-28,CVE-2026-64391,Linux,first_score,,,v3,9.8
2026-07-28,CVE-2026-64392,Linux,first_score,,,v3,9.1
2026-07-28,CVE-2026-64393,Linux,first_score,,,v3,9.1
2026-07-28,CVE-2026-64394,Linux,first_score,,,v3,8.8
2026-07-28,CVE-2026-64395,Linux,first_score,,,v3,7.5
2026-07-28,CVE-2026-64396,Linux,first_score,,,v3,8.8
2026-07-28,CVE-2026-64397,Linux,first_score,,,v3,9.8
2026-07-28,CVE-2026-64398,Linux,first_score,,,v3,8.1
2026-07-28,CVE-2026-64399,Linux,first_score,,,v3,9.8
2026-07-28,CVE-2026-64400,Linux,first_score,,,v3,8.6
2026-07-28,CVE-2026-64401,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64402,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64403,Linux,first_score,,,v3,7.1
2026-07-28,CVE-2026-64406,Linux,first_score,,,v3,8.0
2026-07-28,CVE-2026-64408,Linux,first_score,,,v3,8.8
2026-07-28,CVE-2026-64410,Linux,first_score,,,v3,9.8
2026-07-28,CVE-2026-64411,Linux,first_score,,,v3,7.1
2026-07-28,CVE-2026-64412,Linux,first_score,,,v3,7.1
2026-07-28,CVE-2026-64413,Linux,first_score,,,v3,7.0
2026-07-28,CVE-2026-64414,Linux,first_score,,,v3,7.5
2026-07-28,CVE-2026-64418,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64420,Linux,first_score,,,v3,7.0
2026-07-28,CVE-2026-64422,Linux,first_score,,,v3,7.1
2026-07-28,CVE-2026-64423,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64430,Linux,first_score,,,v3,7.5
2026-07-28,CVE-2026-64431,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64432,Linux,first_score,,,v3,7.8
2026-07-28,CVE-2026-64434,Linux,first_score,,,v3,8.8
2026-07-28,CVE-2026-64435,Linux,first_score,,,v3,8.2
2026-07-28,CVE-2026-64436,Linux,first_score,,,v3,7.1
2026-07-28,CVE-2026-64437,Linux,first_score,,,v3,8.8
2026-07-28,CVE-2026-64438,Linux,first_score,,,v3,8.8
2026-07-28,CVE-2026-64439,Linux,first_score,,,v3,9.8
2026-07-28,CVE-2026-64440,Linux,first_score,,,v3,8.1
2026-07-28,CVE-2026-64441,Linux,first_score,,,v3,8.8
2026-07-28,CVE-2026-64442,Linux,first_score,,,v3,8.1
2026-07-28,CVE-2026-64443,Linux,first_score,,,v3,8.1
2026-07-28,CVE-2026-64444,Linux,first_score,,,v3,8.1
